Accesion No.,Book Title,Author,Rack No.,Classification,Condition,Copy,Source,Corrections
ANA19,Journal of Oriental Research - XXXIX,,R-0-Z,P,NA,OC,MAIN,
ANA2,Journal of Oriental Institute Baroda Vol 24 Nos 1&2,,R-0-Z,P,NA,OC,MAIN,
ANA20,"Journal of Oriental Institute, MS University  - Vol XXV","M.S.V.University,  Baroda",R-0-Z,P,NA,OC,MAIN,
ANA21,Bharatiya Vidya Vol - XXXIII,,R-0-Z,P,NA,OC,MAIN,
ANA22,Bharatiya Vidya Vol - XXXII,,R-0-Z,P,NA,OC,MAIN,
ANA23,"Samskrita Ranga Vol - VI , 1972",,R-0-Z,P,NA,OC,MAIN,
ANA24,Vishweshvaranand Indological Journal Vol - XIV 1976,,R-0-Z,P,NA,OC,MAIN,
ANA25,"Vol - LV , 1974",ABORI,R-0-Z,P,NA,OC,MAIN,
ANA26,"Vol - LVI , 1975",ABORI,R-0-Z,P,NA,OC,MAIN,
ANA27,"Journal of Oriental Institue, Vol - XXVI , 1977",,R-0-Z,P,NA,OC,MAIN,
ANA28,"Journal of The Oriental Institute, Baroda XXVI 1977",,R-0-Z,P,NA,OC,MAIN,
ANA29,"Journal of The Oriental Institute, Baroda XXVI 1977",,R-0-Z,P,NA,OC,MAIN,
ANA3,Samskrita Ranga Annual Vol 3,,R-0-Z,P,NA,OC,MAIN,
ANA30,"Samskrita Pratibha, Sahitya Academy  173/1 (XII. I)",,R-0-Z,P,NA,OC,MAIN,
ANA31,"Journal of The Oriental Institute, M S  University of Baroda 1977",,R-0-Z,P,NA,OC,MAIN,
ANA32,Sri Ramanuja Vani - Vol VI No.1 - October 1982,,R-0-Z,P,NA,OC,MAIN,
ANA33,"Journal of Oriental Institue, Vol XXXI No.4 - June 1982",,R-0-Z,P,NA,OC,MAIN,
ANA34,Sri Ramanuja Vani - January 1983,,R-0-Z,P,NA,OC,MAIN,
ANA35,Research Methodology,,R-0-Z,R,NA,OC,MAIN,
ANA36,Research Methodology,,R-0-Z,R,NA,OC,MAIN,
ANA37,Bhagavat Gita Bhashyam,Sankaracharya,R-0-Z,C6,NA,OC,MAIN,
ANA38,Raghuvamsa,,R-0-Z,F1,NA,OC,UGC,
ANA39,Raghuvamsa,,R-0-Z,F1,NA,OC,UGC,
ANA4,Samskrita Ranga Annual Vol 4,,R-0-Z,P,NA,OC,MAIN,
ANA40,Exercises In Translation,,R-0-Z,O,NA,OC,UGC,
ANA41,Nagananda,,R-0-Z,I,NA,OC,UGC,
ANA42,Nagananda,,R-0-Z,I,NA,OC,UGC,
ANA43,Nagananda,,R-0-Z,I,NA,OC,UGC,
ANA44,Kavyanusasana,Hemachandra,R-0-Z,J,NA,OC,MAIN,
ANA45,Journal of Oriental Institute Baroda Vol 28 3&4,,R-0-Z,P,NA,OC,MAIN,
ANA46,Sri Ramanuja Vani - January 1979,,R-0-Z,P,NA,OC,MAIN,
ANA47,Sri Ramanuja Vani,"Ramanuja Vedanta Centre, Madras",R-0-Z,P,NA,OC,MAIN,
ANA48,Sri Ramanuja Vani,,R-0-Z,P,NA,OC,MAIN,
ANA49,Sri Ramanuja Vani - January 1980 - Vol III No.2,"Ramanuja Vedanta Centre, Madras",R-0-Z,P,NA,OC,MAIN,
ANA5,Samskrita Ranga Annual Vol 5,,R-0-Z,P,NA,OC,MAIN,
ANA50,"Journal of The Oriental Institute, M S  University of Baroda XXVIII . 1 - September 78",,R-0-Z,P,NA,OC,MAIN,
ANA51,"Journal of The Oriental Institute, M S  University of Baroda XXVIII . 2 - December 78",,R-0-Z,P,NA,OC,MAIN,
ANA52,"Journal of The Oriental Institute, M S  University of Baroda XXVIII . 344 - Mar-June 79",,R-0-Z,P,NA,OC,MAIN,
ANA53,"Journal of Oriental Institute, Baroda - Sep-Dec 1978 XXIX . 1-2",,R-0-Z,P,NA,OC,MAIN,
ANA54,"Sri Ramanuja Vani, Madras April 1980 Vol III No.3",,R-0-Z,P,NA,OC,MAIN,
ANA55,"Journal of Oriental Institute, MS University of Baroda - March-June 1980 XXIX . 3-4",,R-0-Z,P,NA,OC,MAIN,
ANA56,Sri Ramanuja Vani - July 1980 Vol III No.4,,R-0-Z,P,NA,OC,MAIN,
ANA57,Konalkalil Koonalkal (Tamil),,R-0-Z,M2,NA,OC,MAIN,
ANA58,Konalkalil Koonalkal (Tamil),,R-0-Z,M2,NA,OC,MAIN,
ANA59,Konalkalil Koonalkal (Tamil),,R-0-Z,M2,NA,OC,MAIN,
ANA6,The Journal of Oriental Research Vol 34&35,KSRI,R-0-Z,P,NA,OC,MAIN,
ANA7,The Journal of Oriental Research Vol 38,KSRI,R-0-Z,P,NA,OC,MAIN,
ANA8,Annuals of Bhandarkar Oriental Research Institute  Vol 59 1973,,R-0-Z,P,NA,OC,MAIN,
ANA9,Bharatiya Vidya Vol 30 1To4 1970,,R-0-Z,P,NA,OC,MAIN,
C201572,Koilolugu II,Krishnamachariyar (A),R-0-Z,Z,NA,OC,MAIN,
C201573,Koilolugu I,Krishnamachariyar (A),R-0-Z,Z,NA,OC,MAIN,
C201587,Silappadhigarathil Anikkotti,Dhanalakshmi,R-0-Z,Z,NA,OC,MAIN,
C201588,Sollum Porulum,Siddhabuddhin (H),R-0-Z,Z,NA,OC,MAIN,
C201589,"Judiciary System In Tamilnadu, A Historic View",Sampath (VRS),R-0-Z,M,NA,OC,MAIN,
CC1,Paraskaragrhyasutram,Prof Sri Sannidhanam Sudarsana Sharma,R-17-C,Z,G,OC,CC,
CC10,Adhikarasangrahah,Prof Sri Sannidhanam Sudarsana Sharma,R-17-C,Z,G,OC,CC,
CC11,Sri Ganapati Navakunda Pancakunda Pujakramaha,Prof Sri Sannidhanam Sudarsana Sharma,R-17-C,Z,G,OC,CC,
CC12,Kaaranaagamah (Pratama Samputam Purva Bagah ),Prof Sri Sannidhanam Sudarsana Sharma,R-17-C,Z,G,OC,CC,
CC13,Brhati,Prof Sri Sannidhanam Sudarsana Sharma,R-17-C,Z,G,OC,CC,
CC14,Sankarsakandam,Prof Sri Sannidhanam Sudarsana Sharma,R-17-C,Z,G,OC,CC,
CC15,Sankarsakandam,Prof Sri Sannidhanam Sudarsana Sharma,R-17-C,Z,G,OC,CC,
CC16,Moksopayapradipika,Prof Sri Sannidhanam Sudarsana Sharma,R-17-C,Z,G,OC,CC,
CC17,Kalamrtam ( Purva Bagah ),Prof Sri Sannidhanam Sudarsana Sharma,R-17-C,Z,G,OC,CC,
CC18,Jayakyasamhita,Prof Sri Sannidhanam Sudarsana Sharma,R-17-C,Z,G,OC,CC,
CC19,Pratishtavidhidarpanah,Prof Sri Sannidhanam Sudarsana Sharma,R-17-C,Z,G,OC,CC,
CC2,Raghuvamsamahakavyam,Prof Sri Sannidhanam Sudarsana Sharma,R-17-C,Z,G,OC,CC,
CC20,Smarta Paddathi Vivecanika,Prof Sri Sannidhanam Sudarsana Sharma,R-17-C,Z,G,OC,CC,
CC21,Ahnika Bhaskarah,Prof Sri Sannidhanam Sudarsana Sharma,R-17-C,Z,G,OC,CC,
CC22,Pratyabdhikasraddhaprayogah,Prof Sri Sannidhanam Sudarsana Sharma,R-17-C,Z,G,OC,CC,
CC23,Laugaksigrhyasutrani,Prof Sri Sannidhanam Sudarsana Sharma,R-17-C,Z,G,OC,CC,
CC24,Srimannarayanasamhita,Prof Sri Sannidhanam Sudarsana Sharma,R-17-C,Z,G,OC,CC,
CC25,Srivaikhanasmartasutram,Prof Sri Sannidhanam Sudarsana Sharma,R-17-C,Z,G,OC,CC,
CC26,Srisaivasiddhantasangrahah,Prof Sri Sannidhanam Sudarsana Sharma,R-17-C,Z,G,OC,CC,
CC27,Sakalagamasarasangrahah,Prof Sri Sannidhanam Sudarsana Sharma,R-17-C,Z,G,OC,CC,
CC28,Karmavipakah,Prof Sri Sannidhanam Sudarsana Sharma,R-17-C,Z,G,OC,CC,
CC29,Atharvavedalaksitah Vyadhayah Cikitsavishayasca,Prof Sri Sannidhanam Sudarsana Sharma,R-17-C,Z,G,OC,CC,
CC3,Srivenkatacaletihasamala,Prof Sri Sannidhanam Sudarsana Sharma,R-17-C,Z,G,OC,CC,
CC30,Ekagni Kandah,Prof Sri Sannidhanam Sudarsana Sharma,R-17-C,Z,G,OC,CC,
CC31,Visnvarcanasarasangrahah,Prof Sri Sannidhanam Sudarsana Sharma,R-17-C,Z,G,OC,CC,
CC32,Vaidikamantrakalapalata,Prof Sri Sannidhanam Sudarsana Sharma,R-17-C,Z,G,OC,CC,
CC33,Satanuvakah Varunanuvakah,Prof Sri Sannidhanam Sudarsana Sharma,R-17-C,Z,G,OC,CC,
CC34,Apastambasrautasutram ( 1-5 Adhy),Prof Sri Sannidhanam Sudarsana Sharma,R-17-C,Z,G,OC,CC,
CC35,Tarkasangrahadipikasarvasvam,Prof Sri Sannidhanam Sudarsana Sharma,R-17-C,Z,G,OC,CC,
CC36,Gobhiliyagrhyakarmaprakasika,Prof Sri Sannidhanam Sudarsana Sharma,R-17-C,Z,G,OC,CC,
CC37,Kaaranaagamah (Charama Samputam Purva Bagah ),K.E.Devanathan,R-17-C,Z,G,OC,CC,
CC38,Pakayajnanirnayah,K.E.Devanathan,R-17-C,Z,G,OC,CC,
CC39,Kapinjalasamita,K.E.Devanathan,R-17-C,Z,G,OC,CC,
CC4,Adhikaranakaumudi,Prof Sri Sannidhanam Sudarsana Sharma,R-17-C,Z,G,OC,CC,
CC40,Ramapurvatapaniyopanisat,N.R.Somyanarayanan,R-17-C,Z,G,OC,CC,
CC41,Vasadikarah,K.E.Devanathan,R-17-C,Z,G,OC,CC,
CC42,Vidyasthanavinirnayah,K.E.Devanathan,R-17-C,Z,G,OC,CC,
CC43,Sabdaratnavalih,K.E.Devanathan,R-17-C,Z,G,OC,CC,
CC44,Laghvasvalayayanasmritih,K.E.Devanathan,R-17-C,Z,G,OC,CC,
CC45,A Milestone In The Vedic Renaissance,Unknown,R-17-C,Z,G,OC,CC,
CC46,Sri Venkateswara Vedic University- Achievements And Vision,Unknown,R-17-C,Z,G,OC,CC,
CC47,Project Thrive' A Vision Document,Unknown,R-17-C,Z,G,OC,CC,
CC48,A Study of Sanskrit Inscriptions In Andhra Pradesh,Dhoolipala Ramakrishna,R-17-C,Z,G,OC,CC,
CC49,Sri Venkateswara Vedic University- An Echo of Vedic Rhythm,Prof Sri Sannidhanam Sudarsana Sharma,R-17-C,Z,G,OC,CC,
CC5,Kiratarjuniyam,Prof Sri Sannidhanam Sudarsana Sharma,R-17-C,Z,G,OC,CC,
CC50,Yajnavalkyasiksha ( With English Translation),Prof Sri Sannidhanam Sudarsana Sharma & Manojkumar Misra,R-17-C,Z,G,OC,CC,
CC51,A Profile of Vedic Contribution,Prof Sri Sannidhanam Sudarsana Sharma,R-17-C,Z,G,OC,CC,
CC52,The Physics of Vaisheshika,Dr.C.S.R.Prabhu,R-17-C,Z,G,OC,CC,
CC53,Sevadhih 1 ( Half Yearly Journal),Prof Sri Sannidhanam Sudarsana Sharma,R-17-C,Z,G,OC,CC,
CC54,Sevadhih 2 ( Half Yearly Journal),Prof Sri Sannidhanam Sudarsana Sharma,R-17-C,Z,G,OC,CC,
CC55,Sevadhih 3 ( Half Yearly Journal),Prof Sri Sannidhanam Sudarsana Sharma,R-17-C,Z,G,OC,CC,
CC56,Sevadhih 4 ( Half Yearly Journal),Prof Sri Sannidhanam Sudarsana Sharma,R-17-C,Z,G,OC,CC,
CC57,Srutasamvardhini 1 ( Students' Journal),Prof Sri Sannidhanam Sudarsana Sharma,R-17-C,Z,G,OC,CC,
CC58,Srutasamvardhini 2 ( Students' Journal),Prof Sri Sannidhanam Sudarsana Sharma,R-17-C,Z,G,OC,CC,
CC59,Proceedings of National Seminar On Vedic Astro Sciences,Prof Sri Sannidhanam Sudarsana Sharma,R-17-C,Z,G,OC,CC,
CC6,Kausitakibrahmonoapnishad,Prof Sri Sannidhanam Sudarsana Sharma,R-17-C,Z,G,OC,CC,
CC60,Pearls On String - Proceedings of International Vedic Seminar,Prof Sri Sannidhanam Sudarsana Sharma,R-17-C,Z,G,OC,CC,
CC61,Ya Srustisrasturadhya - Proceedings of The Seminar On andources of Rain Water',Prof Sri Sannidhanam Sudarsana Sharma,R-17-C,Z,G,OC,CC,
CC62,Agamasusama ( Proceedings of The Seminar On Agama),Prof Sri Sannidhanam Sudarsana Sharma,R-17-C,Z,G,OC,CC,
CC63,Satyapartibham ( Proceedings of The Seminar On The Writings of Prof Satyavrta Shastriji),Prof Sri Sannidhanam Sudarsana Sharma,R-17-C,Z,G,OC,CC,
CC64,Sariraka Sutra Bhasya Pancadikarani ( Rashtriya Sanskrit Vidyapeetha Publication Series,Dr.S.Sankaranarayanan,R-17-C,Z,G,OC,CC,
CC65,Mandukya Upanishad ( By Dr. Paul Yf Loke) (Scsvmv),Dr. Paul Yf Loke,R-17-C,Z,G,OC,CC,
CC66,Rasavilasakatham (Samskritha Bharathi),Unknown,R-17-C,Z,G,OC,CC,
CC67,Siddhanta Kalpavalli (Samskritha Bharathi),Unknown,R-17-C,Z,G,OC,CC,
CC68,Tataakaparinayachampu,Unknown,R-17-C,Z,G,OC,CC,
CC69,Granthadeepika (Scsvmv),Unknown,R-17-C,Z,G,OC,CC,
CC7,Sivajnanabodhah,Prof Sri Sannidhanam Sudarsana Sharma,R-17-C,Z,G,OC,CC,
CC70,Continuing Creative Efforts For The Sustenance of Sanskrit (Brochure of Abstracts) (Scsvmv),Unknown,R-17-C,Z,G,OC,CC,
CC71,Svarnasumanjalih (Scsvmv),Unknown,R-17-C,Z,G,OC,CC,
CC72,Svarnasumanjalih (Scsvmv),Unknown,R-17-C,Z,G,OC,CC,
CC73,Cetana ( A Special Magazine) (Scsvmv),Unknown,R-17-C,Z,G,OC,CC,
CC74,Kalividambanam And Sabaranjanastakam,Dr.S.Srinivasa Sarma & C.R.Anantharaman,R-17-C,Z,G,OC,CC,
CC75,Pratyabhijna ( Research Journal of Department of Sanskrit Sahitya),Dr. Dharmaraj Adat,R-17-C,Z,G,OC,CC,
CC76,Sri Sriramakrishna Kathamrtam 1882 - Krishtavarshiyam,,R-17-C,Z,G,OC,CC,
CC77,Sri Sriramakrishna Kathamrtam 1883 - Krishtavarshiyam,,R-17-C,Z,G,OC,CC,
CC78,Sri Sriramakrishna Kathamrtam 1884 - Krishtavarshiyam,,R-17-C,Z,G,OC,CC,
CC79,Sri Sriramakrishna Kathamrtam - Chaturtha Bhagatmakam Prakirna Kandam,,R-17-C,Z,G,OC,CC,
CC8,Pancalaksanisarvasvam,Prof Sri Sannidhanam Sudarsana Sharma,R-17-C,Z,G,OC,CC,
CC80,Kaivalyanavaneetam Sanskrit Shanku Kavi ,,R-17-C,Z,G,OC,CC,
CC81,Sanskrit Studies Outside India (On the Occasion of 10th World Sanskrit Conference 1997),Dr. K K Misra,R-17-C,Z,G,OC,CC,
CC82,Sanskrit Studies in India (On the Occasion of 10th World Sanskrit Conference 1997),Dr. K K Misra,R-17-C,Z,G,OC,CC,
CC83,Management Mantras,S Ramaratnam,R-17-C,M,G,OC,CC,
CC84,Learn The Bhagavad-Geeta Through Stories,"Anil Kumar Jha, Ajit Kumar Bishnoi",R-17-C,M,G,OC,CC,
CC85,Somanarya Virachitaha Natyachudamani - Telugu Tippani Sahita,V. Premalata,R-17-C,M,G,OC,CC,
CC86,Paushkaragama Jnanapada - Pratha Bhaga,T. Ganeshan,R-17-C,M,G,OC,CC,
CC87,Advaita Vidyacharya Maharaja Saheb Bhagavan Sri Govinda Dikshita,B. Natarajan,R-17-C,M,G,OC,CC,
CC88,Srinidhi Granthamala,Prof. Harekrishna Satapathy,R-17-C,Z,G,OC,CC,
CC89,Sanskrit Studies Outside India,,R-17-C,,G,OC,CC,
CC9,Sri Vaikhanasapaitrmedhikaprayogah,Prof Sri Sannidhanam Sudarsana Sharma,R-17-C,Z,G,OC,CC,
CC90,Sanskrit Studies in India,,R-17-C,,G,OC,CC,
CC91,Sampurna Bharat - Param Vaibhav Bharat ( A New Bharat - Envisioned to her 'Ultimate Glory') - Samskritam,Sri Svami Brahmayogananda,R-17-C,M,G,OC,CC,
CC92,Sampurna Bharat - Param Vaibhav Bharat ( A New Bharat - Envisioned to her 'Ultimate Glory') - English,Sri Svami Brahmayogananda,R-17-C,M,G,OC,CC,
CC93,Venkateshasaptatih,K Prasanth,,,G,OC,CC,
CC94,Venkateshasaptatih,K Prasanth,,,G,OC,CC,
CC95,Venkateshasaptatih,K Prasanth,,,G,OC,CC,
CC96,Venkateshasaptatih,K Prasanth,,,G,OC,CC,
CC97,Patanjali-caritam - The legend of Sage Patanjali,M Jayaraman,,,G,OC,CC,
CD3,Sastrani (Scriptures),"R K M, T Nagar",R-0-Z,X,NA,OC,MAIN,
DC1,Srimad Valmiki Ramayana - Part 1 (Gita Press),Unknown,R-16-A,,G,OC,DC,
DC10,Svapnavasavadattam,T.K.Ramachandra Aiyar,R-16-A,,G,OC,DC,
DC100,Niti Shataka (Only Cover),Unknown,R-16-A,,TBR,OC,DC,
DC1000,Laghusiddhanta Kaumudi (Bhaimi Vyaakhyaa) - VOL.5,Bhimasen Shastri,R-16-A,,G,OC,DC,
DC1001,Laghusiddhanta Kaumudi (Bhaimi Vyaakhyaa) - VOL.6,Bhimasen Shastri,R-16-A,,G,OC,DC,
DC1002,Swami Vivekanandasya Jeevane Sarasa Ghatanaah,,R-16-A,,G,OC,DC,
DC1003,Swami Vivekanandasya Jeevane Sarasa Ghatanaah,,R-16-A,,G,OC,DC,
DC1004,I BA I Semester English Prose - New Vistas in English Prose,Steuart H. King,R-16-A,,G,OC,DC,
DC1005,Samkshepa Ramayanam,Dr. K. Prasanth,R-16-A,,G,OC,DC,
DC1006,?,?,,,,,,
DC1007,?,?,,,,,,
DC1008,?,?,,,,,,
DC1009,?,?,,,,,,
DC101,Sisupalavadha 2Nd Canto (Only Cover),Unknown,R-16-A,,TBR,OC,DC,
DC1010,?,?,,,,,,
DC1011,?,?,,,,,,
DC1012,?,?,,,,,,
DC1013,?,?,,,,,,
DC1014,?,?,,,,,,
DC1015,?,?,,,,,,
DC1016,?,?,,,,,,
DC1017,?,?,,,,,,
DC1018,?,?,,,,,,
DC1019,?,?,,,,,,
DC102,Chitrakavyam,U.Ve.Ramabadrachariar,R-16-B,,G,OC,DC,
DC1020,?,?,,,,,,
DC1021,?,?,,,,,,
DC1022,?,?,,,,,,
DC1023,?,?,,,,,,
DC1024,?,?,,,,,,
DC1025,Pratimanatakam of Bhasa,T K Ramachandra Aiyar,R-16-A,,G,OC,DC,
DC1026,Pratimanatakam of Bhasa,T K Ramachandra Aiyar,R-16-A,,G,OC,DC,
DC1027,Pratimanatakam of Bhasa,T K Ramachandra Aiyar,R-16-A,,G,OC,DC,
DC1028,Pratimanatakam of Bhasa,T K Ramachandra Aiyar,R-16-A,,G,OC,DC,
DC1029,Pratimanatakam of Bhasa,T K Ramachandra Aiyar,R-16-A,,G,OC,DC,
DC103,Bharatiya Vanmayeshy Ramakatha Varnam Vol 2,Dr.Adhyacharan Jha,R-16-B,,G,OC,DC,
DC1030,Pratimanatakam of Bhasa,T K Ramachandra Aiyar,R-16-A,,G,OC,DC,
DC1031,Pratimanatakam of Bhasa,T K Ramachandra Aiyar,R-16-A,,G,OC,DC,
DC1032,Sri Kalidasa's Kumarasambhava Mahakavya - Canto I,T K Ramachandra Aiyar,,,,,,
DC1033,Sri Kalidasa's Kumarasambhava Mahakavya - Canto I,T K Ramachandra Aiyar,,,,,,
DC1034,Sri Kalidasa's Kumarasambhava Mahakavya - Canto I,T K Ramachandra Aiyar,,,,,,
DC1035,Sri Kalidasa's Kumarasambhava Mahakavya - Canto I,T K Ramachandra Aiyar,,,,,,
DC1036,Sri Kalidasa's Kumarasambhava Mahakavya - Canto I,T K Ramachandra Aiyar,,,,,,
DC1037,Sri Kalidasa's Kumarasambhava Mahakavya - Canto I,T K Ramachandra Aiyar,,,,,,
DC1038,Sri Kalidasa's Kumarasambhava Mahakavya - Canto I,T K Ramachandra Aiyar,,,,,,
DC1039,Sri Kalidasa's Kumarasambhava Mahakavya - Canto I,T K Ramachandra Aiyar,,,,,,
DC104,Anandashrama)Samskritha Granthavali - Taitriyopansihad,Vinayaka Ganesha Apte,R-16-B,,G,OC,DC,
DC1040,Sri Kalidasa's Kumarasambhava Mahakavya - Canto I,T K Ramachandra Aiyar,,,,,,
DC1041,Sri Kalidasa's Kumarasambhava Mahakavya - Canto I,T K Ramachandra Aiyar,,,,,,
DC1042,Samkshepa Ramayanam,Dr. K. Prasanth,,,,,,
DC1043,Samkshepa Ramayanam,Dr. K. Prasanth,,,,,,
DC1044,Atmabodha - Arthaprakashini Vyakhya,Swami Harshanandapuri,,,,,,
DC1045,Laghusiddhantakaumudi,Varadaraja,,,,,,
DC1046,Laghusiddhantakaumudi,Varadaraja,,,,,,
DC1047,Laghusiddhantakaumudi,Varadaraja,,,,,,
DC1048,Laghusiddhantakaumudi,Varadaraja,,,,,,
DC1049,Laghusiddhantakaumudi,Varadaraja,,,,,,
DC105,Kenopanishad(Gita Press),Unknown,R-16-B,,G,OC,DC,
DC1050,Laghusiddhantakaumudi,Varadaraja,,,,,,
DC1051,Katha Upanisad with the commentary of Sankaracarya,,,,,,,
DC1052,Katha Upanisad with the commentary of Sankaracarya,,,,,,,
DC1053,Katha Upanisad with the commentary of Sankaracarya,,,,,,,
DC1054,Katha Upanisad with the commentary of Sankaracarya,,,,,,,
DC1055,Environmental Studies for Undergraduate Students,,,,,,,
DC1056,Raghava-Yadaveeyam,Sri Venkatadhvari,,,G,OC,DC,
DC1057,Raghava-Yadaveeyam,Sri Venkatadhvari,,,G,OC,DC,
DC1058,Meghasandesham (Tamil),"Kalidasa, Venkataraghavacharyar",,,G,OC,DC,
DC1059,Meghasandesham (Tamil),"Kalidasa, Venkataraghavacharyar",,,G,OC,DC,
DC106,Kalasalapathamala - 2 (University of Madras),Unknown,R-16-B,,G,OC,DC,
DC1060,Meghasandesham (Tamil),"Kalidasa, Venkataraghavacharyar",,,G,OC,DC,
DC1061,Bhartruhariyin Nitishatakam (Tamil),"Bhartrhari, B N Parasuraman",,,G,OC,DC,
DC1062,Visakadattanin Mudra Rakshasam (Tamil),"Vishakadatta, A V Sukavaneshvaran",,,G,OC,DC,
DC1063,Mahendra Pallavanin Iru Oranga Natakangal  (Tamil),"Mahendra Pallava, A V Sukavaneshvaran",,,G,OC,DC,
DC1064,Naganandam (Tamil),"Sri Harsha, A V Sukavaneshvaran",,,G,OC,DC,
DC1065,Mricchakatikam (Tamil),"Sudraka, A V Sukavaneshvaran",,,G,OC,DC,
DC1066,Magakavi Kalidasanin Shakuntalam (Tamil),"Kalidasa, P S Ramamurthy",,,G,OC,DC,
DC1067,Ratnavali (Tamil),"Sri Harsha, A V Sukavaneshvaran",,,G,OC,DC,
DC1068,"Vadamozhi Ilakkiyam - Magakavi Bhasanin Svapnavasavadatta, Pratima",Mukta V Srinivasan,,,G,OC,DC,
DC1069,Patanjali Charitam - Patanjali Yoga Sutrangal,M Jayaraman,,,G,OC,DC,
DC107,Kumarasambhava of Kalidasa,M.R.Kale,R-16-B,,G,OC,DC,
DC108,Kalividambanam And Sabaranjanasatakam,Dr.S.Srinivasa Sarma And Prof C.R.Anantharaman,R-16-B,,G,OC,DC,
DC109,Kalividambanam And Sabaranjanasatakam,Dr.S.Srinivasa Sarma And Prof C.R.Anantharaman,R-16-B,,G,OC,DC,
DC11,Svapnavasavadattam,T.K.Ramachandra Aiyar,R-16-A,,G,OC,DC,
DC110,Sri Mukundamala,Dr.Annathor Vasudevachari,R-16-B,,G,OC,DC,
DC111,Sri Mukundamala,Dr.Annathor Vasudevachari,R-16-B,,G,OC,DC,
DC112,Panchtantram,Dr. K  Leela,R-16-B,,G,OC,DC,
DC113,Champu Ramayana of Bhoja Raja,Ramachandra Bhudendrae,R-16-B,,G,OC,DC,
DC114,Rama Carita Manas(Tamil) - Tulasi Ramayanam,Lakshmanasuri Goswamy Thulasidas,R-16-B,,G,OC,DC,
DC115,Sundara Kanda,Lakshmanasuri Goswamy Thulasidas,R-16-B,,G,OC,DC,
DC116,Sundara Kanda,Lakshmanasuri Goswamy Thulasidas,R-16-B,,G,OC,DC,
DC117,Amara Bharathi Magazine,,R-16-B,,G,OC,DC,
DC118,Veni Samharam,Dr.G.V.Devasthali,R-16-B,,G,OC,DC,
DC119,Naganandanam,T.K.Ramchandra Aiyyar,R-16-B,,G,OC,DC,
DC12,Svapnavasavadattam,T.K.Ramachandra Aiyar,R-16-A,,G,OC,DC,
DC120,Champu Ramayanam,Acrarya Ramachandra Misra,R-16-B,,G,OC,DC,
DC121,Champu Ramayanam,Unknown,R-16-B,,D,OC,DC,
DC122,Srimat Valmiki Ramayanam,P.S.Krishnaswamy Iyer,R-16-B,,G,OC,DC,
DC123,Dvamsa Mahakavyam,Sribrahmasanga Misra,R-16-B,,G,OC,DC,
DC124,Raghuvamsa Mahakavya,T.K.Ramchandra Aiyyar,R-16-B,,G,OC,DC,
DC125,Pancatantra of Visnusarman,M.R.Kale,R-16-B,,G,OC,DC,
DC126,Panchtantram,Dr.Goguldas Gupta,R-16-B,,G,OC,DC,
DC127,Srimad Bhagavad Gita,Swami Videswarananda,R-16-B,,G,OC,DC,
DC128,Vairagya Shatakam,Swami Madhavananda,R-16-B,,G,OC,DC,
DC129,Vairagya Shatakam,Swami Madhavananda,R-16-B,,G,OC,DC,
DC13,Svapnavasavadattam,T.K.Ramachandra Aiyar,R-16-A,,G,OC,DC,
DC130,Tarkasamgraha,Pandit Ramachandra Jha,R-16-B,,G,OC,DC,
DC131,Vairagya Shatakam of Bhartrhari,Swami Madhavananda,R-16-B,,G,OC,DC,
DC132,Neethi Shatakam,Dr.Gangasahararaya,R-16-B,,G,OC,DC,
DC133,Neethi Shatakam,Janardhan Sastri Padeya,R-16-B,,G,OC,DC,
DC134,Neethi Shatakam,Sri Krishnamani Tripadi,R-16-B,,G,OC,DC,
DC135,Raghuvamsa of Kalidasa,Dr.M.Narasimhachary,R-16-B,,G,OC,DC,
DC136,Raghuvamsa of Kalidasa,Dr.M.Narasimhachary,R-16-B,,G,OC,DC,
DC137,Raghuvamsa Mahakavya,T.K.Ramchandra Aiyyar,R-16-B,,G,OC,DC,
DC138,Raghuvamsa Mahakavya,T.K.Ramchandra Aiyyar,R-16-B,,G,OC,DC,
DC139,Raghuvamsa Mahakavya,T.K.Ramchandra Aiyyar,R-16-B,,G,OC,DC,
DC14,Svapnavasavadattam,T.K.Ramachandra Aiyar,R-16-A,,G,OC,DC,
DC140,Raghuvamsa Mahakavya,T.K.Ramchandra Aiyyar,R-16-B,,G,OC,DC,
DC141,Raghuvamsa Mahakavya,T.K.Ramchandra Aiyyar,R-16-B,,G,OC,DC,
DC142,Raghuvamsa of Kalidasa,V.S.Venkataraghavachariar,R-16-B,,G,OC,DC,
DC143,Catussutri - A Study,V.R.Ganesan,R-16-B,,G,OC,DC,
DC144,Kumarasambhava Mahakavyam of Kalidasa,Shosharajasarma Regme,R-16-B,,G,OC,DC,
DC145,Raghuvamsa of Kalidasa,C.Sankara Rama Sastri,R-16-B,,G,OC,DC,
DC146,Raghuvamsa Mahakavya,T.K.Ramchandra Aiyyar,R-16-B,,G,OC,DC,
DC147,Kumarasambhavam Mahakavyam - Canto 4,Shosharajasarma Regme,R-16-B,,G,OC,DC,
DC148,Kumarasambhavam Mahakavyam - Canto 4,Shosharajasarma Regme,R-16-B,,G,OC,DC,
DC149,Kumarasambhavam Mahakavyam - Canto 4,Shosharajasarma Regme,R-16-B,,G,OC,DC,
DC15,Svapnavasavadhanam,Balagovinda Jha,R-16-A,,G,OC,DC,
